0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.24675e-018	-5.16913e-016	-9.03685e-016	5.10578e-016	-1.21772e-015	1.45034e-016	9.05987e-016	5.3842e-016	-5.19338e-016	-1.86059e-015	1.94643e-015	5.89935e-016	1.31713e-015	-1.16548e-015	-7.33463e-016	-6.42225e-016	2.68051e-016	-1.13525e-015	9.84008e-016	3.42725e-016	1.51555e-015	6.41083e-017	-5.52585e-016	-3.23553e-016	-7.07306e-016	4.38752e-016	6.51304e-016	1.69581e-016	-5.09797e-016	6.63599e-016	8.3833e-016	-2.83036e-016	1.79452e-015	8.18943e-016	-1.40553e-015	-1.54012e-015	-5.98319e-017	1.00185e-015	-5.62595e-016	-1.16339e-015	-7.58767e-016	6.88991e-016	3.08749e-016	1.14926e-015	8.00601e-016	-1.55842e-015	4.39738e-016	-4.29806e-017	-7.66167e-016	5.9053e-016	6.38761e-016	-4.56769e-016	3.24158e-016	-1.18621e-015	8.75433e-016	-5.42806e-016	-5.22285e-016	1.61284e-015	1.18248e-016	8.29626e-016	6.9542e-016	3.99401e-016	-1.88202e-016	-1.69798e-016	
-6.5047e-017	4.8432e-016	7.11639e-016	-2.01721e-016	5.96287e-017	-5.58306e-016	-2.50353e-016	-1.82981e-016	-1.8381e-016	1.88554e-017	1.12299e-015	-2.76611e-016	-2.13788e-016	-6.70936e-017	1.01991e-016	2.52202e-017	-2.64591e-016	1.55228e-016	-2.26119e-016	3.32113e-016	1.97417e-016	-2.92087e-016	-3.36104e-016	3.25512e-016	1.51033e-017	4.95305e-016	-1.61719e-016	-3.29224e-016	1.69015e-016	8.73023e-017	6.92775e-016	9.04266e-017	1.03287e-017	-7.07258e-017	-2.92035e-016	5.68948e-016	6.43014e-016	-6.33815e-016	2.46678e-016	-3.16796e-017	2.70628e-016	3.5939e-017	-1.73469e-016	2.93495e-016	-9.45628e-017	7.73998e-016	2.50481e-016	4.88498e-016	-3.02309e-016	5.39863e-016	-9.06103e-016	2.80526e-017	1.82913e-016	2.3311e-016	-1.41715e-016	-6.05254e-016	6.06164e-017	-7.13071e-016	-3.29278e-017	-6.27781e-016	-1.36067e-016	6.40618e-016	2.46424e-016	1.09843e-016	
-1.61537e-016	1.07233e-015	1.31499e-016	-2.37276e-016	-7.06384e-016	-9.31381e-016	-7.18212e-016	-1.05136e-016	-9.63163e-016	-2.46137e-016	1.13024e-015	3.0205e-016	4.34887e-016	-1.59541e-016	-1.03257e-015	3.9352e-016	-5.40061e-016	5.92429e-016	-3.57525e-016	9.50472e-016	7.94845e-017	6.1948e-016	5.11747e-016	1.30135e-015	-2.00482e-016	3.46747e-017	-2.77877e-016	-1.41249e-015	-4.66039e-016	5.95402e-016	1.59536e-016	-1.06992e-015	3.18779e-016	9.67867e-017	-7.94418e-016	-3.41869e-016	5.30868e-016	-1.1172e-015	-6.96188e-016	-5.36526e-016	3.17522e-016	4.88595e-016	-9.01338e-016	-9.09018e-016	-1.78252e-016	4.24976e-016	7.61971e-016	1.72852e-015	1.05898e-016	-8.5013e-017	1.36375e-015	7.32124e-016	5.15423e-016	-1.76268e-016	-1.73451e-016	-8.25093e-016	-7.81417e-016	-8.16615e-016	-4.42431e-016	-1.26671e-016	-2.94956e-016	6.82272e-016	2.63879e-016	-7.3276e-017	
3.72765e-017	-1.14974e-016	-3.84122e-016	7.89516e-016	6.5872e-016	-6.70479e-016	5.33556e-016	-3.76922e-016	2.62951e-016	-2.37296e-016	-1.30288e-016	-1.10826e-016	-5.52753e-016	-8.05825e-016	9.73037e-017	-7.26866e-016	-2.60543e-016	4.98387e-016	-8.57556e-017	-1.89358e-016	-1.16169e-015	-6.89449e-016	-7.9625e-016	5.10485e-016	8.76949e-016	4.08403e-016	6.35006e-016	6.44666e-016	1.00808e-015	1.4408e-015	-3.31188e-016	-4.7768e-017	-1.0981e-015	3.02352e-017	-6.08208e-017	2.24198e-016	2.82443e-016	8.34789e-016	7.95087e-016	3.42443e-016	-2.84521e-016	1.18496e-016	-2.93358e-016	6.7573e-016	-4.28938e-016	-1.64011e-016	-7.28627e-016	-2.32612e-016	4.97438e-016	2.68234e-016	-5.78495e-016	-3.85818e-016	2.65633e-016	-5.92532e-016	-7.07932e-016	1.21354e-017	-1.07603e-016	-5.87831e-016	5.27269e-016	8.72506e-016	-1.99515e-016	-1.44315e-016	1.0076e-016	-5.86029e-016	
1.84658e-017	-8.28347e-016	6.2603e-017	2.5558e-017	7.80406e-016	4.64406e-016	2.37305e-016	5.7885e-016	5.11244e-016	-4.18143e-016	-1.28203e-015	1.16015e-015	-2.33678e-015	-1.26441e-016	2.46401e-016	-4.12426e-016	-3.66609e-016	5.12679e-016	2.6928e-016	-1.35996e-015	-9.18482e-016	2.42203e-016	-1.81037e-016	3.40688e-016	5.56676e-016	3.17889e-016	6.5453e-016	4.0174e-016	8.69925e-016	9.18623e-017	3.17342e-016	3.79972e-017	3.41852e-016	-4.15655e-016	-2.00749e-016	-4.24438e-016	4.37848e-016	5.91701e-016	-1.03742e-016	6.44631e-018	1.04769e-016	-2.54122e-016	-2.8943e-016	1.49051e-016	-4.50205e-016	1.62002e-015	-1.36269e-016	-2.27042e-016	-1.25383e-015	3.90784e-016	-4.22478e-016	-5.27157e-016	-8.27896e-017	-2.07896e-016	-6.62651e-016	2.59352e-016	2.75017e-016	6.44371e-016	-1.0028e-016	3.59081e-017	-3.90289e-016	4.29246e-016	8.51126e-016	5.32675e-016	
-9.57562e-018	-3.19475e-016	-7.62401e-016	-3.33944e-016	-2.08154e-016	8.35452e-016	-9.71081e-016	-5.59089e-016	-4.19055e-016	-1.53655e-016	2.99371e-017	-3.66089e-016	4.53716e-016	-1.22745e-015	1.22704e-015	7.4721e-016	2.41214e-016	1.36233e-015	3.43275e-016	1.36707e-015	-4.00858e-016	5.66488e-017	-2.8994e-017	2.49532e-016	9.73647e-017	-2.30072e-016	-4.88221e-017	-5.01722e-016	5.21242e-016	4.25747e-016	-4.45736e-016	1.23577e-016	-1.97597e-016	-5.16546e-016	-9.25974e-016	-2.76423e-016	-2.82271e-016	2.8659e-016	-1.95902e-016	-4.83434e-016	5.24186e-016	1.00054e-015	1.46877e-016	-5.55035e-016	-6.2442e-016	1.10024e-015	4.94507e-016	3.91892e-016	-9.26766e-016	-2.28925e-017	-5.86753e-016	1.77498e-016	3.83813e-015	2.00545e-016	3.4242e-016	2.50015e-016	-1.82366e-017	-3.5372e-016	-3.6764e-017	-3.05026e-016	-8.16368e-016	-8.24226e-016	-1.10795e-015	-1.98393e-016	
-1.22774e-017	-1.66198e-015	3.1186e-016	-6.25457e-017	-4.68628e-016	9.51608e-016	-2.13639e-015	-7.05527e-016	-3.6653e-016	-5.01115e-016	4.05108e-017	7.25381e-018	1.8708e-016	4.67658e-016	1.27447e-015	7.58556e-016	4.929e-016	1.07525e-015	6.99518e-016	6.3724e-016	4.8253e-016	7.49699e-017	-2.33027e-016	5.54258e-017	4.86263e-016	-4.56622e-016	-5.25574e-016	-7.15297e-016	3.16123e-016	2.31265e-016	-7.01719e-016	1.00411e-015	-2.19373e-016	-1.65146e-015	-1.89201e-015	-3.51041e-016	-7.92501e-016	1.05233e-016	4.7641e-016	-1.85803e-018	7.24587e-016	8.79896e-016	5.50378e-016	6.91946e-016	8.43148e-016	-6.75161e-016	-8.37449e-016	2.56244e-015	-9.48235e-016	-1.35421e-015	4.85263e-016	3.96233e-016	1.37747e-015	5.96306e-016	1.14477e-015	1.27441e-015	5.01446e-016	-5.75972e-017	2.62331e-017	-1.35204e-015	-2.67851e-016	-2.02635e-015	-9.16305e-016	-2.91426e-015	
-7.39449e-020	-6.09912e-016	1.55443e-015	-9.80768e-016	-1.15503e-015	8.57737e-016	1.26069e-015	-2.5288e-015	5.53858e-016	-2.38785e-016	1.00934e-015	1.63299e-016	-1.89759e-016	2.86181e-016	-5.26805e-016	-4.55915e-016	1.01621e-015	7.13463e-016	-8.35382e-016	-5.81633e-016	1.08666e-016	7.04093e-017	-7.22643e-016	1.34641e-015	-3.70346e-017	-7.86097e-016	-2.38109e-016	5.39985e-017	1.06648e-015	2.86624e-017	1.17788e-017	-7.3033e-017	1.05215e-016	-5.80934e-016	-5.72039e-017	-2.58683e-016	5.3597e-016	-3.75812e-016	-4.10951e-016	-3.65096e-017	6.29636e-016	-4.63038e-016	3.23017e-016	5.73848e-016	8.49828e-017	6.56138e-016	1.08819e-015	-1.56705e-015	9.88441e-016	-1.06954e-015	-1.03506e-015	2.95795e-016	6.42007e-016	-1.92718e-016	-4.69336e-016	6.77887e-017	-5.2456e-016	-4.83163e-016	2.00747e-016	3.3711e-016	6.05735e-016	-8.62116e-016	1.81818e-015	5.15355e-017	
4.23742e-019	-3.46844e-016	1.98277e-016	5.53751e-016	-5.77965e-016	-4.73205e-016	-7.64075e-016	8.0608e-017	8.03329e-016	9.73386e-016	1.09925e-015	3.08687e-016	-3.88022e-016	8.52487e-016	2.7256e-016	6.85485e-016	-8.89376e-016	-1.60668e-015	-2.05765e-015	-1.19742e-015	-2.32579e-016	2.44407e-015	-3.29971e-016	1.80391e-015	2.79937e-016	1.6325e-015	-1.59691e-016	-1.51609e-015	-9.05871e-016	1.00206e-015	-7.53988e-016	4.71502e-017	-3.41948e-016	-8.25087e-016	5.2201e-018	-1.94268e-016	-6.05784e-016	5.74781e-016	2.97435e-016	8.14104e-016	-3.22978e-017	1.4313e-017	-6.063e-016	3.37616e-016	-7.53899e-016	3.82363e-016	8.39073e-017	1.30911e-016	6.57843e-016	-7.8098e-016	-2.19839e-016	-9.08565e-016	3.05134e-016	3.92852e-016	1.30395e-015	3.83556e-016	-2.2786e-016	-2.89928e-016	-2.62194e-016	5.31412e-016	-1.87317e-016	-4.48357e-016	1.56794e-015	2.92564e-016	
