-1.01984	-0.954222	-0.888576	-0.822907	-0.757213	-0.691495	-0.625753	-0.559987	-0.494197	-0.428382	-0.362543	-0.29668	-0.230793	-0.164882	-0.098946	-0.032986	0.0329982	0.0990067	0.16504	0.231097	0.297178	0.363284	0.429414	0.495569	0.561748	0.627951	0.694179	0.760431	0.826708	0.893009	0.959334	1.02568	
-1.01636	-0.950952	-0.885521	-0.820067	-0.754591	-0.689093	-0.623572	-0.558028	-0.492462	-0.426874	-0.361262	-0.295629	-0.229972	-0.164293	-0.0985919	-0.0328677	0.0328791	0.0986485	0.164441	0.230255	0.296093	0.361953	0.427836	0.493741	0.559669	0.62562	0.691594	0.757591	0.82361	0.889652	0.955717	1.0218	
-1.01288	-0.94768	-0.882464	-0.817227	-0.751969	-0.68669	-0.62139	-0.556069	-0.490728	-0.425365	-0.359981	-0.294577	-0.229152	-0.163705	-0.0982378	-0.0327494	0.0327599	0.0982903	0.163842	0.229414	0.295007	0.360622	0.426257	0.491914	0.557592	0.62329	0.68901	0.754751	0.820513	0.886297	0.952101	1.01793	
-1.00939	-0.944408	-0.879406	-0.814386	-0.749346	-0.684286	-0.619208	-0.55411	-0.488993	-0.423856	-0.3587	-0.293525	-0.228331	-0.163117	-0.0978836	-0.0326311	0.0326408	0.0979321	0.163243	0.228573	0.293922	0.359291	0.424679	0.490087	0.555514	0.620961	0.686427	0.751913	0.817418	0.882942	0.948486	1.01405	
-1.0059	-0.941134	-0.876348	-0.811544	-0.746722	-0.681882	-0.617025	-0.55215	-0.487257	-0.422347	-0.357419	-0.292473	-0.22751	-0.162528	-0.0975295	-0.0325128	0.0325217	0.0975739	0.162644	0.227732	0.292837	0.357961	0.423102	0.488261	0.553438	0.618632	0.683845	0.749075	0.814323	0.879589	0.944873	1.01017	
-1.00241	-0.93786	-0.873288	-0.808701	-0.744097	-0.679477	-0.614842	-0.55019	-0.485522	-0.420838	-0.356137	-0.291421	-0.226689	-0.16194	-0.0971754	-0.0323945	0.0324026	0.0972157	0.162045	0.226891	0.291752	0.35663	0.421524	0.486435	0.551361	0.616304	0.681263	0.746238	0.811229	0.876237	0.94126	1.0063	
-0.998925	-0.934584	-0.870228	-0.805857	-0.741472	-0.677072	-0.612658	-0.548229	-0.483786	-0.419328	-0.354856	-0.290369	-0.225868	-0.161352	-0.0968212	-0.0322762	0.0322834	0.0968576	0.161446	0.22605	0.290668	0.3553	0.419947	0.484609	0.549285	0.613976	0.678681	0.743401	0.808136	0.872885	0.937649	1.00243	
-0.995435	-0.931307	-0.867166	-0.803012	-0.738846	-0.674666	-0.610474	-0.546268	-0.48205	-0.417818	-0.353574	-0.289317	-0.225046	-0.160763	-0.096467	-0.0321578	0.0321643	0.0964995	0.160848	0.225209	0.289583	0.35397	0.41837	0.482783	0.547209	0.611648	0.676101	0.740566	0.805044	0.869535	0.93404	0.998557	
-0.991942	-0.928029	-0.864103	-0.800167	-0.736219	-0.672259	-0.608289	-0.544307	-0.480313	-0.416308	-0.352292	-0.288264	-0.224225	-0.160175	-0.0961128	-0.0320395	0.0320452	0.0961413	0.160249	0.224368	0.288498	0.35264	0.416793	0.480958	0.545134	0.609322	0.673521	0.737731	0.801953	0.866186	0.930431	0.994687	
-0.988449	-0.924749	-0.86104	-0.79732	-0.733591	-0.669852	-0.606103	-0.542345	-0.478576	-0.414798	-0.35101	-0.287212	-0.223404	-0.159586	-0.0957586	-0.0319212	0.0319261	0.0957832	0.15965	0.223527	0.287414	0.35131	0.415217	0.479133	0.543059	0.606995	0.670941	0.734897	0.798863	0.862838	0.926824	0.990819	
