-0.919349	-0.922527	-0.925707	-0.928888	-0.93207	-0.935254	-0.938438	-0.941624	-0.944811	-0.947999	-0.951188	-0.954379	-0.95757	-0.960763	-0.963957	-0.967152	-0.970348	-0.973546	-0.976745	-0.979944	-0.983145	-0.986348	-0.989551	-0.992756	-0.995961	-0.999168	-1.00238	-1.00559	-1.0088	-1.01201	-1.01522	-1.01843	
-0.860193	-0.863157	-0.866122	-0.869088	-0.872056	-0.875024	-0.877993	-0.880963	-0.883934	-0.886906	-0.889879	-0.892854	-0.895829	-0.898805	-0.901782	-0.904761	-0.90774	-0.91072	-0.913702	-0.916684	-0.919668	-0.922652	-0.925638	-0.928624	-0.931612	-0.9346	-0.93759	-0.940581	-0.943572	-0.946565	-0.949559	-0.952554	
-0.801017	-0.803767	-0.806519	-0.809271	-0.812024	-0.814778	-0.817533	-0.820289	-0.823046	-0.825804	-0.828562	-0.831322	-0.834082	-0.836843	-0.839605	-0.842368	-0.845132	-0.847897	-0.850663	-0.853429	-0.856196	-0.858965	-0.861734	-0.864504	-0.867275	-0.870047	-0.87282	-0.875593	-0.878368	-0.881143	-0.88392	-0.886697	
-0.741818	-0.744357	-0.746896	-0.749436	-0.751977	-0.754518	-0.75706	-0.759604	-0.762147	-0.764692	-0.767237	-0.769783	-0.77233	-0.774878	-0.777426	-0.779975	-0.782525	-0.785076	-0.787627	-0.790179	-0.792732	-0.795286	-0.79784	-0.800395	-0.802951	-0.805508	-0.808066	-0.810624	-0.813183	-0.815743	-0.818303	-0.820864	
-0.682598	-0.684925	-0.687254	-0.689583	-0.691913	-0.694243	-0.696574	-0.698906	-0.701238	-0.703571	-0.705904	-0.708238	-0.710573	-0.712909	-0.715245	-0.717581	-0.719919	-0.722257	-0.724595	-0.726935	-0.729275	-0.731615	-0.733956	-0.736298	-0.738641	-0.740984	-0.743328	-0.745672	-0.748017	-0.750363	-0.752709	-0.755056	
-0.623356	-0.625474	-0.627593	-0.629712	-0.631832	-0.633953	-0.636074	-0.638195	-0.640317	-0.64244	-0.644563	-0.646687	-0.648811	-0.650936	-0.653061	-0.655187	-0.657313	-0.65944	-0.661568	-0.663696	-0.665824	-0.667953	-0.670082	-0.672213	-0.674343	-0.676474	-0.678606	-0.680738	-0.682871	-0.685004	-0.687138	-0.689272	
-0.564092	-0.566002	-0.567913	-0.569824	-0.571736	-0.573648	-0.57556	-0.577473	-0.579386	-0.5813	-0.583214	-0.585129	-0.587044	-0.588959	-0.590875	-0.592792	-0.594709	-0.596626	-0.598543	-0.600462	-0.60238	-0.604299	-0.606218	-0.608138	-0.610059	-0.611979	-0.6139	-0.615822	-0.617744	-0.619666	-0.621589	-0.623513	
-0.504806	-0.50651	-0.508214	-0.509918	-0.511622	-0.513327	-0.515033	-0.516738	-0.518444	-0.520151	-0.521857	-0.523564	-0.525272	-0.526979	-0.528687	-0.530396	-0.532104	-0.533814	-0.535523	-0.537233	-0.538943	-0.540653	-0.542364	-0.544075	-0.545787	-0.547499	-0.549211	-0.550923	-0.552636	-0.55435	-0.556063	-0.557777	
-0.445499	-0.446997	-0.448495	-0.449994	-0.451493	-0.452992	-0.454492	-0.455991	-0.457491	-0.458992	-0.460492	-0.461993	-0.463494	-0.464995	-0.466497	-0.467999	-0.469501	-0.471004	-0.472506	-0.474009	-0.475513	-0.477016	-0.47852	-0.480024	-0.481528	-0.483033	-0.484538	-0.486043	-0.487548	-0.489054	-0.49056	-0.492066	
-0.386169	-0.387463	-0.388758	-0.390052	-0.391347	-0.392642	-0.393937	-0.395232	-0.396528	-0.397823	-0.399119	-0.400415	-0.401711	-0.403008	-0.404305	-0.405602	-0.406899	-0.408196	-0.409493	-0.410791	-0.412089	-0.413387	-0.414685	-0.415984	-0.417283	-0.418581	-0.419881	-0.42118	-0.422479	-0.423779	-0.425079	-0.426379	
-0.326818	-0.32791	-0.329001	-0.330093	-0.331185	-0.332276	-0.333368	-0.334461	-0.335553	-0.336645	-0.337738	-0.338831	-0.339924	-0.341017	-0.34211	-0.343203	-0.344297	-0.34539	-0.346484	-0.347578	-0.348672	-0.349766	-0.350861	-0.351955	-0.35305	-0.354145	-0.355239	-0.356335	-0.35743	-0.358525	-0.359621	-0.360716	
-0.267446	-0.268335	-0.269225	-0.270116	-0.271006	-0.271896	-0.272786	-0.273677	-0.274568	-0.275458	-0.276349	-0.27724	-0.278131	-0.279022	-0.279913	-0.280804	-0.281696	-0.282587	-0.283479	-0.28437	-0.285262	-0.286154	-0.287046	-0.287938	-0.28883	-0.289722	-0.290615	-0.291507	-0.2924	-0.293292	-0.294185	-0.295078	
-0.208051	-0.208741	-0.209431	-0.210121	-0.210811	-0.211501	-0.212191	-0.212881	-0.213571	-0.214262	-0.214952	-0.215642	-0.216333	-0.217023	-0.217714	-0.218405	-0.219095	-0.219786	-0.220477	-0.221168	-0.221859	-0.22255	-0.223241	-0.223932	-0.224623	-0.225315	-0.226006	-0.226697	-0.227389	-0.22808	-0.228772	-0.229463	
-0.148634	-0.149125	-0.149617	-0.150108	-0.150599	-0.15109	-0.151581	-0.152073	-0.152564	-0.153055	-0.153547	-0.154038	-0.15453	-0.155021	-0.155513	-0.156004	-0.156496	-0.156987	-0.157479	-0.157971	-0.158462	-0.158954	-0.159446	-0.159938	-0.160429	-0.160921	-0.161413	-0.161905	-0.162397	-0.162889	-0.163381	-0.163873	
-0.0891959	-0.0894896	-0.0897833	-0.0900771	-0.0903709	-0.0906646	-0.0909584	-0.0912522	-0.091546	-0.0918399	-0.0921337	-0.0924275	-0.0927214	-0.0930153	-0.0933092	-0.0936031	-0.093897	-0.0941909	-0.0944848	-0.0947787	-0.0950727	-0.0953667	-0.0956606	-0.0959546	-0.0962486	-0.0965426	-0.0968366	-0.0971307	-0.0974247	-0.0977188	-0.0980128	-0.0983069	
-0.0297356	-0.0298333	-0.029931	-0.0300287	-0.0301264	-0.0302241	-0.0303218	-0.0304195	-0.0305172	-0.0306149	-0.0307126	-0.0308103	-0.030908	-0.0310057	-0.0311034	-0.0312011	-0.0312989	-0.0313966	-0.0314943	-0.031592	-0.0316898	-0.0317875	-0.0318852	-0.031983	-0.0320807	-0.0321785	-0.0322762	-0.0323739	-0.0324717	-0.0325694	-0.0326672	-0.032765	
0.0297466	0.0298436	0.0299406	0.0300376	0.0301346	0.0302316	0.0303286	0.0304256	0.0305226	0.0306196	0.0307166	0.0308136	0.0309106	0.0310075	0.0311045	0.0312015	0.0312985	0.0313955	0.0314924	0.0315894	0.0316864	0.0317833	0.0318803	0.0319773	0.0320742	0.0321712	0.0322682	0.0323651	0.0324621	0.032559	0.032656	0.0327529	
0.0892506	0.089541	0.0898313	0.0901217	0.090412	0.0907023	0.0909926	0.0912829	0.0915732	0.0918635	0.0921538	0.092444	0.0927342	0.0930245	0.0933147	0.0936049	0.0938951	0.0941853	0.0944754	0.0947656	0.0950558	0.0953459	0.095636	0.0959261	0.0962162	0.0965063	0.0967964	0.0970865	0.0973765	0.0976666	0.0979566	0.0982466	
0.148777	0.149259	0.149741	0.150224	0.150706	0.151188	0.15167	0.152153	0.152635	0.153117	0.153599	0.154081	0.154563	0.155045	0.155527	0.156009	0.156491	0.156973	0.157455	0.157937	0.158418	0.1589	0.159382	0.159864	0.160345	0.160827	0.161309	0.16179	0.162272	0.162753	0.163235	0.163716	
0.208324	0.208997	0.20967	0.210343	0.211016	0.211689	0.212362	0.213034	0.213707	0.21438	0.215052	0.215725	0.216397	0.217069	0.217742	0.218414	0.219086	0.219758	0.22043	0.221102	0.221774	0.222446	0.223118	0.22379	0.224461	0.225133	0.225805	0.226476	0.227148	0.227819	0.228491	0.229162	
0.267894	0.268757	0.269619	0.270481	0.271343	0.272205	0.273067	0.273929	0.27479	0.275652	0.276513	0.277375	0.278236	0.279097	0.279958	0.28082	0.28168	0.282541	0.283402	0.284263	0.285123	0.285984	0.286844	0.287704	0.288565	0.289425	0.290285	0.291145	0.292004	0.292864	0.293724	0.294583	
0.327486	0.328536	0.329586	0.330636	0.331686	0.332736	0.333786	0.334835	0.335884	0.336934	0.337983	0.339032	0.34008	0.341129	0.342178	0.343226	0.344274	0.345322	0.34637	0.347418	0.348466	0.349513	0.35056	0.351608	0.352655	0.353702	0.354749	0.355795	0.356842	0.357888	0.358935	0.359981	
0.3871	0.388337	0.389573	0.39081	0.392046	0.393282	0.394518	0.395754	0.396989	0.398225	0.39946	0.400695	0.40193	0.403164	0.404399	0.405633	0.406867	0.408101	0.409334	0.410568	0.411801	0.413034	0.414267	0.4155	0.416732	0.417964	0.419197	0.420428	0.42166	0.422892	0.424123	0.425354	
0.446735	0.448158	0.449579	0.451001	0.452422	0.453844	0.455264	0.456685	0.458105	0.459525	0.460945	0.462365	0.463784	0.465203	0.466622	0.468041	0.469459	0.470877	0.472295	0.473713	0.47513	0.476547	0.477964	0.47938	0.480797	0.482213	0.483628	0.485044	0.486459	0.487874	0.489289	0.490704	
0.506393	0.507999	0.509605	0.51121	0.512815	0.51442	0.516024	0.517628	0.519232	0.520836	0.522439	0.524041	0.525644	0.527246	0.528848	0.530449	0.53205	0.533651	0.535252	0.536852	0.538452	0.540051	0.541651	0.543249	0.544848	0.546446	0.548044	0.549642	0.551239	0.552836	0.554433	0.556029	
0.566073	0.567861	0.569649	0.571437	0.573225	0.575011	0.576798	0.578584	0.58037	0.582155	0.58394	0.585725	0.587509	0.589292	0.591076	0.592859	0.594641	0.596423	0.598205	0.599986	0.601767	0.603548	0.605328	0.607107	0.608887	0.610665	0.612444	0.614222	0.616	0.617777	0.619554	0.62133	
0.625774	0.627744	0.629713	0.631682	0.63365	0.635618	0.637585	0.639552	0.641518	0.643484	0.64545	0.647414	0.649379	0.651343	0.653306	0.655269	0.657231	0.659193	0.661154	0.663115	0.665076	0.667035	0.668995	0.670954	0.672912	0.67487	0.676828	0.678785	0.680741	0.682697	0.684653	0.686608	
0.685498	0.687648	0.689797	0.691945	0.694093	0.69624	0.698387	0.700533	0.702678	0.704823	0.706967	0.709111	0.711254	0.713396	0.715538	0.717679	0.71982	0.72196	0.7241	0.726239	0.728377	0.730515	0.732652	0.734789	0.736925	0.73906	0.741195	0.74333	0.745463	0.747597	0.749729	0.751861	
0.745244	0.747572	0.749899	0.752226	0.754552	0.756877	0.759201	0.761525	0.763848	0.766171	0.768493	0.770814	0.773134	0.775454	0.777773	0.780091	0.782409	0.784726	0.787042	0.789357	0.791672	0.793986	0.7963	0.798613	0.800925	0.803236	0.805547	0.807857	0.810167	0.812475	0.814783	0.817091	
0.805012	0.807517	0.810021	0.812524	0.815027	0.817529	0.82003	0.82253	0.82503	0.827528	0.830026	0.832523	0.835019	0.837515	0.840009	0.842503	0.844996	0.847489	0.84998	0.852471	0.85496	0.857449	0.859938	0.862425	0.864912	0.867398	0.869883	0.872367	0.87485	0.877333	0.879815	0.882296	
0.864801	0.867482	0.870162	0.872841	0.875519	0.878196	0.880872	0.883548	0.886222	0.888895	0.891568	0.894239	0.89691	0.89958	0.902248	0.904916	0.907583	0.910249	0.912914	0.915579	0.918242	0.920904	0.923566	0.926226	0.928886	0.931545	0.934202	0.936859	0.939515	0.94217	0.944824	0.947478	
0.924613	0.927468	0.930322	0.933176	0.936027	0.938878	0.941728	0.944577	0.947425	0.950272	0.953117	0.955962	0.958806	0.961648	0.96449	0.96733	0.970169	0.973008	0.975845	0.978681	0.981517	0.984351	0.987184	0.990016	0.992847	0.995677	0.998506	1.00133	1.00416	1.00699	1.00981	1.01264	
